IDInstituicao,NomeInstituicao,SiglaInstituicao,NomeMantenedora,RedeEnsino,TipoDeCategoriaAdministrativa,TIpoOrganizacaoAcademica,Endereco,NumEndereco,BairroEndereco,ComplementoEndereco,CEP
5606,FACULDADE DO ESTADO DE SÃO PAULO,ESP,"INSTITUTO DE ENSINO SUPERIOR, PESQUISA E TECNOLOGIA DE SAO PAULO - ME",Privada,4,3,Estrada Municipal Caram Rezek,KM 1.35,Chácaras Sossego,- lado ímpar,16078035.0
5607,Instituto Universitário São Judas de Guarulhos,,BRASIL EDUCACAO S/A,Privada,4,3,Rua do Rosário,476,Vila Camargos,-,7111080.0
5608,Escola Superior São Judas de Guarulhos,,BRASIL EDUCACAO S/A,Privada,4,3,Rua do Rosário,476,Vila Camargos,-,7111080.0
5609,Escola Superior São Judas de São Bernardo do Campo,,BRASIL EDUCACAO S/A,Privada,4,3,Avenida Pereira Barreto,1479,Centro,-,9751000.0
5610,Instituto Universitário UNA de Conselheiro Lafaiete,,FACEB EDUCACAO LTDA,Privada,4,3,Rua Melvin Jones,90,Campo Alegre,-,36400107.0
5611,Escola Superior UNA de Conselheiro Lafaiete,,BRASIL EDUCACAO S/A,Privada,4,3,Avenida Professor Mário Rodrigues Pereira,157,Jardim América,-,36400000.0
5612,Faculdade UNA de Conselheiro Lafaiete,,IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,Privada,4,3,Rua Melvin Jones,90,Campo Alegre,-,36400107.0
5613,Faculdade UNA de Itumbiara,,IEDUC - INSTITUTO DE EDUCACAO E CULTURA S/A,Privada,4,3,Avenida Santos Dumont,979,Centro,-,75532040.0
5614,Faculdade de Agronomia UNA de Itumbiara,,FACEB EDUCACAO LTDA,Privada,4,3,Rua Rui de Almeida,507,Centro,-,75503090.0
5615,FACULDADE DE EDUCAÇÃO SUPERIOR IESLA,IESLA,INSTITUTO DE EDUCACAO SUPERIOR LATINOAMERICANO - IESLA,Privada,5,3,Avenida Presidente Tancredo Neves,5145,Castelo,- de 2001 ao fim - lado ímpar,31330430.0
5616,Faculdade Menna Barreto,FMB,CENTRO EDUCACIONAL MENNA BARRETO EIRELI - ME,Privada,4,3,Rua Prefeito Odorico Franco Ferreira,654,Centro,-,83702600.0
5617,ALFA - Faculdade de Teófilo Otoni,ALFA - TO,INSTITUTO EDUCACIONAL ALFAUNIPAC LTDA,Privada,4,3,Rua Engenheiro Celso Murta,600,Doutor Laerte Laender,-,39803087.0
5618,Faculdade de Engenharia e Administração Paulista,FEAP,F.R.A- FACULDADES REUNIDAS DE AVARE LTDA,Privada,4,3,Avenida Doutor Plínio Fagundes,624,Jardim Paineiras,-,18705770.0
5619,FACULDADE IMEPAC DE ITUMBIARA,IMEPAC ITUMBIAR,FACULDADE DE MEDICINA DE ITUMBIARA LTDA,Privada,4,3,Área Rural,S/N,Área Rural de Itumbiara,Fazenda Lagoa Seca,75544899.0
5620,Faculdade Integrada Instituto Souza,FASOUZA,INSTITUTO SOUZA LTDA,Privada,4,3,Avenida Santa Helena,1140,Novo Cruzeiro,-,35164332.0
5621,FACULDADE DE ENSINO SUPERIOR DO LAGO,FAESLA,M & C SOCIEDADE EDUCACIONAL LTDA,Privada,4,3,Avenida Brasil,1003,Mateuzinho,Campus Principal,65630720.0
5622,FACULDADE SENAC CEARA,SENACCE,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,Privada,5,3,Avenida Tristão Gonçalves,1245,Centro,- até 1309 - lado ímpar,60015000.0
5623,Faculdade ITEC,,FACULDADE ALMEIDA E JARDIM LTDA,Privada,4,3,Rua Manoel Mota,S/N,Monte Castelo,Sede,58707000.0
5624,FACULDADE RESULTADOS,FR,RESULTADOS CONSULTORIA INOVACAO E SERVICOS EIRELI,Privada,4,3,Rua José Barnabé de Mesquita,258,Vila Duque de Caxias,-,79100200.0
5625,"INSIDE - Instituto Superior para Integração, Desenvolvimento e Educação",INSIDE,INSTITUTO DE EDUCACAO AVANCADA - IDEA,Privada,5,3,Quadra QS 5,LOTE 4,Areal (Águas Claras),-,71955000.0
5626,Faculdade Anhanguera de Itapetininga,,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,3,Rua Doutor Coutinho,733,Centro,Bloco D,18200358.0
5627,Faculdade Pitágoras de Belém,,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,3,Avenida Almirante Barroso,5569,Castanheira,- de 4694/4695 ao fim,66645250.0
5628,FACULDADE SÃO FRANCISCO DO CEARÁ - CRATO,FASC,VERA CLAUDINO EDUCACAO SUPERIOR LIMITADA - ME,Privada,4,3,Rua Dom Quintino,863,Centro,-,63100070.0
5629,Faculdade Anhanguera de São João de Meriti,,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,3,Rua Maria Soares Sendas,111,Centro,Espaço comercial 550,25575825.0
5630,Faculdades Famep -  Unidade Uruçui - PI,FAMEP,SOCIEDADE EDUCACIONAL FAMEP LTDA - ME,Privada,4,3,Rua Anísio de Abreu,150,centro,-,64860000.0
5631,Faculdade da Associação Médica Paulista,APM,ASSOCIACAO PAULISTA DE MEDICINA,Privada,5,3,Edifício Associação Paulista Medicina,278,Bela Vista,"Av. Brigadeiro Luiz Antonio, 278 - 13º Andar",1318901.0
5632,Faculdade Cristã da Cidade,FCC,IGREJA BATISTA DA CIDADE DE SAO JOSE DOS CAMPOS,Privada,5,3,Rodovia Presidente Dutra,s/nº km 148,Vila Tatetuba,"- do km 145,000 ao km 145,999 - lado esquerdo",12220611.0
5633,"Faculdade de Gestão, Educação e de Saúde",FGS,SUPREMA-SOCIEDADE UNIVERSITARIA PARA O ENSINO MEDICO ASSISTENCIAL LTDA,Privada,4,3,Rua dos Girassóis,86,Jardim Cuiabá,-,78043132.0
5634,Faculdade Unida de São Paulo,FAUSP,EDUCAWORLD EDUCACIONAL EIRELI,Privada,4,3,Avenida Mateo Bei,178,Cidade São Mateus,- até 942 - lado par,3949000.0
5635,FACULDADE SÃO FRANCISCO DA PARAÍBA CAMPINA GRANDE,,CENTRO DE ENSINO SUPERIOR SAO FRANCISCO LTDA - ME,Privada,4,3,Rua Doutor Severino Ribeiro Cruz,729,Centro,-,58400258.0
5636,Faculdade FISEPE,FISEPE,CONSEBE - CENTRO DE ENSINO PESQUISA E EXTENSAO LTDA,Privada,4,3,Rua Morom,1324,Centro,- de 1132/1133 a 1376/1377,99010031.0
5637,Faculdade Soberana de Arapiraca,Soberana,SOBERANA FACULDADE DE SAUDE DE PETROLINA LTDA - EPP,Privada,4,3,Rua Professor Domingos Correia,1207,Ouro Preto,- de 800/801 a 1263/1264,57301100.0
5638,FACULDADE DOCTUM DE ALMENARA,DOCTUM,INSTITUTO ENSINAR BRASIL,Privada,5,3,RUA SEVERINO COUTINHO,448,CENTRO,-,39900000.0
5639,Instituto Amazônico de Ensino Superior,IAMES,J. DE L. E LIMA & CIA LTDA,Privada,4,3,Rua São Luís,441,Adrianópolis,-,69057250.0
5640,Faculdade dos Gênios,FAGENIUS,DAVI MOURAO NOVAIS FERRAZ,Privada,4,3,Avenida Brasil,480,Iguaçu,- lado par,35162036.0
5641,Faculdade Unificada do Estado de São Paulo,FAUESP - online,UNIAO EDUCACIONAL MAUA - ME,Privada,4,3,Rua Manoel Pedro Júnior,287,Vila Bocaina,-,9310720.0
5642,FACULDADE BIOPARK,,"ASSOCIACAO DE ENSINO, PESQUISA E EXTENSAO UNIBIO",Privada,5,3,PR 182 KM 320/321 Biopark,SN,Biopark,-,85919899.0
5643,Faculdade Andreotti de Maringá,FAM,INSTITUTO DE EDUCACAO ANDREOTTI,Privada,5,3,Avenida Brasil,3434,Zona 01,- de 2731/2732 a 4569/4570,87013000.0
5644,FACULDADE GEORGINA,FAGEO,CENTRO DE ENSINO SUPERIOR SAO JUDAS TADEU EIRELI,Privada,4,3,R. INDEPENDENCIA,412,CENTRO,-,62400000.0
5645,FACULDADE ATENAS SUL DE MINAS,,CENTRO EDUCACIONAL HYARTE-ML LTDA,Privada,4,3,Rua Oscar Cândido Monteiro,1000,Jardim Colégio de Passos,-,37900380.0
5646,Faculdade Vitória em Cristo,FVC,FACULDADE VITORIA EM CRISTO - FVC,Privada,5,3,Rua André Rocha,890,Taquara,-,22730522.0
5647,Faculdade de Ciências da Saúde Pitágoras de Codó,,PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA,Privada,4,3,Avenida Santos Dumond,sem número,São Sebastião,-,65400000.0
5648,ILUM ESCOLA DE CIÊNCIA,,CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS,Privada,5,3,Rua Lauro Vannucci,1020,Parque Rural Fazenda Santa Cândida,-,13087548.0
5649,Faculdade Endex,Endex,ESCOLA DE NEGOCIOS E DESENVOLVIMENTO DE EXCELENCIA ENDEX LTDA,Privada,4,3,Rua Pedro Caldas Rebello,205,Santa Doroteia,-,37553623.0
5650,ITPAC ITACOATIARA,ITPAC ITA,IPTAN - INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES S.A.,Privada,4,3,ESTRADA DO AEROPORTO,SN,AEROPORTO,-,
5651,ITPAC MANACAPURU,ITPAC MANACA,ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A,Privada,4,3,RODOVIA MANUEL URBANO KM82,SN,MANACAPURU,PERIMETRO URBANO,
5652,FACULDADE VINCIT,VINCIT,"UNIAO EDUCACIONAL , CULTURAL E TECNOLOGICA VINCIT LTDA",Privada,5,3,Avenida João Paulino Vieira Filho,870,Zona 07,SALA 11 e 14,87020015.0
5653,Faculdade de Medicina de Ji-Paraná,,IBMEC EDUCACIONAL LTDA.,Privada,4,3,Rua João F. de Almeida,533,Jardim Aurélio Bernardi,- de 625/626 a 911/912,76907508.0
5654,Faculdade Bem Te Vi Ltda,FAC-BTV,FACULDADES BEM TE VI LTDA,Privada,4,3,Rua André de Barros,626,Centro,1º andar,80010080.0
5655,Faculdade Instituto Rio de Janeiro,FIURJ,INSTITUTO UNIVERSITARIO DO RIO DE JANEIRO LTDA,Privada,4,3,Edifício São Borja,277,Centro,402,20040904.0
5656,INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO INVENIO,INVENIO,INSTITUTO BRASILEIRO DE INCREMENTO E EXPANSAO DO SABER   IBIES,Privada,5,3,Rua José Vieira Martins,270,Jardim Itapura,-,4466025.0
5657,Faculdade Filadelfia de Tecnologia,FAFILTEC,CENTRO DE EDUCACAO PROFISSIONAL FILADELFIA LTDA,Privada,4,3,Rua Silva,600,Centro,-,88301310.0
5658,FACULDADE SÃO VICENTE DE IRATI,FASVI,SOCIEDADE EDUCACIONAL IRATI LTDA.,Privada,4,3,Rua 24 de maio,538,Centro,-,84500000.0
5659,Faculdade de Tecnologia Senac Ponta Grossa,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,Privada,5,3,Avenida João Manoel dos Santos Ribas,313,Nova Rússia,-,84051410.0
5660,FACULDADE ATENAS PORTO SEGURO,,CENTRO EDUCACIONAL HYARTE-ML LTDA,Privada,4,3,AVENIDA ADNO MUSSER,S/N,VILA JARDIM SEDE,"QUADRA 0, LOTE 04",45810000.0
5661,FACULDADE ATENAS SORRISO,,CENTRO EDUCACIONAL HYARTE-ML LTDA,Privada,4,3,R ESTRADA VICINAL,1.199,Área de Expansão Urbana,Sentido Norte,78890000.0
5662,FACULDADE ITPAC BRAGANÇA,ITPAC BRAGANÇA,ITPAC PORTO NACIONAL - INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS  PORTO S.A.,Privada,4,3,ROD RODOVIA BRAGANCA CAPANEMA AVENIDA MENDONCA FURTADO,S/N,VILA NOVA,QUADRA 216 LOTE 530,68600000.0
5663,FACULDADE ITPAC ABAETETUBA,ITPAC ABAET,ITPAC PORTO NACIONAL - INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS  PORTO S.A.,Privada,4,3,ROD DR. JOAO MIRANDA,S/N,BOSQUE,KM 4,68440000.0
5664,Faculdade Cidade Teológica Pentecostal,FCTP,IGREJA EVANGELICA ASSEMBLEIA DE DEUS,Privada,5,3,Avenida Conselheiro Gomes de Freitas,3188A,Sapiranga,-,60833104.0
5665,Faculdade FAMEP - Unidade Parambu - CE,FAMEP,SOCIEDADE EDUCACIONAL FAMEP LTDA - ME,Privada,4,3,Rua da Matriz,374,Bairro Centro,-,63680000.0
5666,FACULDADE BIOPARK II,BIOPARK II,"ASSOCIACAO DE ENSINO, PESQUISA E EXTENSAO UNIBIO",Privada,5,3,Area Área Rural,s/n,Área Rural de Toledo,Prédio,85919899.0
5667,Faculdade Ésper,ÉSPER,PIOVESAN E ROCHA EMPREENDIMENTOS EDUCACIONAIS LTDA,Privada,4,3,"Avenida Tocantins, Esquina com a Rua 2",196,Setor Central,QUADRA 16 LOTE 2E,74015005.0
5668,CEDDU - CENTRO DE ENSINO SUPERIOR,CEDDU,"TENORIO & BULHOES COLEGIO, CURSOS E CONSULTORIA LTDA. - ME",Privada,4,3,AVENIDA DEMORIVALDO TARGINO WANDERLEY,491,CENTRO,-,57570000.0
5669,Faculdade Leonardo da Vinci de São Gonçalo,,SOCIEDADE EDUCACIONAL LEONARDO DA VINCI S/S LTDA,Privada,4,3,Avenida Presidente Kennedy,425,Centro,Loja Q05B,24445000.0
5670,UNIVERSIDADE DO DISTRITO FEDERAL,UnDF,UNIVERSIDADE DO DISTRITO FEDERAL PROFESSOR JORGE AMAURY MAIA NUNES - UNDF,Pública,2,1,Parque Capital Digital Lote 4,2º andar,Zona Industrial,Granja do Torto,70635815.0
5671,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,FUNDACAO UNIVERSIDADE DO AMAZONAS,Pública,1,1,Av. Rodrigo Otávio,6200,Coroado II,Unidade Sede,69077000.0
5672,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,"SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI",Pública,2,1,Rodovia Celso Garcia Cid Pr 445 Km 380,-,Campus Universitário,UEL - CAMPUS UNIVERSITÁRIO,86057970.0
5673,UNIVERSIDADE DE CAXIAS DO SUL,UCS,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,Privada,5,1,Rua Francisco Getúlio Vargas,1130,Petrópolis,CAMPUS SEDE,95070560.0
5674,UNIVERSIDADE DE PASSO FUNDO,UPF,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,Privada,5,1,Upf Campus Passo Fundo - Campus I,s/n,São José,BR 285 - KM 171,99001970.0
5675,Centro Universitário UninCor,UninCor,FUNDACAO COMUNITARIA TRICORDIANA DE EDUCACAO,Privada,5,2,Avenida Castelo Branco,82,Chacara das Rosas,-,37417150.0
5676,UNIVERSIDADE PROFESSOR EDSON ANTÔNIO VELANO,UNIFENAS,FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS,Privada,5,1,Rod Rodovia MG-179,s/n,Loteamento Trevo,Campus Universitário,37132440.0
5677,"FACULDADE DE TECNOLOGIA DE AMERICANA ""MINISTRO RALPH BIASI""",FATEC-AM,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pública,2,3,Rua Emílio de Menezes,s/n,Vila Amorim,-,13469111.0
5678,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,UNIVERSIDADE ESTADUAL DE GOIAS,Pública,2,1,Rodovia BR 153,3105,Fazenda Barreiro do Meio,Bloco I a IV,75132903.0
5679,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,"SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI",Pública,2,1,Avenida Colombo,5790,Zona 7,Campus Universitário,87020900.0
5680,CENTRO UNIVERSITÁRIO DE BRUSQUE,UNIFEBE,FUNDACAO EDUCACIONAL DE BRUSQUE - FEBE,Privada,5,2,Rua Vendelino Mafezzolli,333,Santa Terezinha,-,88352360.0
5681,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,UVA,UNIVERSIDADE ESTADUAL VALE DO ACARAU,Pública,2,1,AVENIDA PADRE FRANCISCO SADOC DE ARAÚJO,850,JERÔNIMO DE MEDEIROS PRADO,-,62040370.0
5682,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,CBM-UniCBE,SOCIEDADE CIVIL CONSERVATORIO BRASILEIRO DE MUSICA,Privada,5,2,Praça Marquês de Herval,4,Santa Cruz,Santa Cruz II,23510140.0
5683,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,FEBASP,FEBASP LTDA,Privada,5,2,Rua Dr. Álvaro Alvim,76/90,Vila Mariana,Campus Vila Mariana (Sede),4018010.0
5684,FACULDADE SOUZA MARQUES,FSM,FUNDACAO TECNICO EDUCACIONAL SOUZA MARQUES,Privada,5,3,AVENIDA ERNANI CARDOSO,335/345,Cascadura,-,21310310.0
5685,FACULDADE PRESBITERIANA MACKENZIE RIO,,INSTITUTO PRESBITERIANO MACKENZIE,Privada,5,3,Rua Marquês de Olinda,51 e 70,Botafogo,Faculdade Presbiteriana Mackenzie Rio,22251040.0
5686,Centro Universitário Católico Ítalo Brasileiro,UNIÍTALO,INSTITUICAO EDUCACIONAL PROFESSOR PASQUALE CASCINO,Privada,5,2,Avenida João Dias,2046,Santo Amaro,-,4724003.0
5687,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,FEAMIG,CESMIG - CENTRO DE ENSINO SUPERIOR MINAS GERAIS LTDA - ME,Privada,4,3,Avenida do Contorno,10185,Prado,CAMPUS - BELO HORIZONTE - PRADO,30110067.0
5688,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,INSTITUTO EDUCACIONAL PIRACICABANO DA IGREJA METODISTA - EM RECUPERACAO JUDICIAL,Privada,5,1,Rodovia do Açúcar,7.000,Taquaral,Km 156 (SP 308),13400911.0
5689,Universidade Pitágoras Unopar Anhanguera,Unopar,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,1,Rua Edwy Taques de Araújo,900,Jardim Burle Marx,Campus Universitário Londrina - Catuaí,86047790.0
5690,UNIVERSIDADE BRASIL,UB,CEISP SERVICOS EDUCACIONAIS LTDA,Privada,5,1,Rua Carolina Fonseca,584,ITAQUERA,Campus Sede - Itaquera,8230030.0
5691,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,SET SOCIEDADE CIVIL EDUCACIONAL TUIUTI LIMITADA,Privada,4,1,Rua Padre Ladislau Kula,395,Santo Inácio,-,82010210.0
5692,Centro Universitário Paulistana,UNIPAULISTANA,ORGANIZACAO PAULISTA DE EDUCACAO E CULTURA,Privada,5,2,Rua Madre Cabrini,38,Vila Mariana,-,4020001.0
5693,Faculdade Primum,Primum,PRIMUM ENSINO SUPERIOR EM CIENCIAS HUMANAS E DA SAUDE LTDA,Privada,4,3,Rua Lopes Chaves,273,Barra Funda,Unidade SEDE,1154010.0
5694,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,2,Rua Afonso Celso,235,Vila Mariana,Vila Mariana,4119901.0
5695,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,SECID - SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO S.A.,Privada,4,1,Rua Cesário Galero,448/475,Tatuapé,474,3071000.0
5696,UNIVERSIDADE PARANAENSE,UNIPAR,UNIPAR - SOCIEDADE EMPRESARIAL LTDA.,Privada,4,1,Praça Mascarenha de Moraes,4282,Zona III,-,87502210.0
5697,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,SOCIEDADE DE EDUCACAO RITTER DOS REIS LTDA.,Privada,4,2,Avenida Manoel Elias,2001,Passo das Pedras,Campus FAPA,91240261.0
5698,Centro Universitário São Lucas Ji-Paraná,São Lucas JPR,CENTRO DE ENSINO SAO LUCAS LTDA,Privada,4,2,Avenida Engenheiro Manfredo Barata Almeida da Fonseca,542,Jardim Aurélio Bernardi,-,76907524.0
5699,UNIVERSIDADE ANHEMBI MORUMBI,UAM,ISCP - SOCIEDADE EDUCACIONAL LTDA.,Privada,4,1,Rua Dr. Almeida Lima,1124 e 1134,Brás,CAMPUS MOOCA,3164000.0
5700,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,COMPANHIA NILZA CORDEIRO HERDY DE EDUCACAO E CULTURA,Privada,4,1,Avenida Perimetral Professor José de Souza Herdy,120,Jardim Vinte e Cinco de Agosto,POLO NA SEDE,25075142.0
5701,FACULDADE DE MEDICINA DE CAMPOS,FMC,FUNDACAO BENEDITO PEREIRA NUNES,Privada,5,3,Avenida Alberto Torres,217,Centro,- de 103 a 407 - lado ímpar,28035581.0
5702,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,Pública,1,1,RUA AUGUSTO VIANA,S/N,CANELA,CAMPUS UNIVERSITARIO CANELA,40110909.0
5703,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,Pública,1,1,Trevo Rotatório Professor Edmir Sá Santos,S/N,Universidade Federal de Lavras,-,37203202.0
5704,FACULDADE MILTON CAMPOS,FMC,CENTRO EDUCACIONAL DE FORMACAO SUPERIOR LTDA - CEFOS,Privada,5,3,Rua Senador Milton Campos,202,Vila da Serra,Unidade SEDE,34006050.0
5705,UNIVERSIDADE VILA VELHA,UVV,SOCIEDADE EDUCACAO E GESTAO DE EXCELENCIA I VILA VELHA S.A,Privada,4,1,Av. Comissário José Dantas de Mello,21,Boa Vista II,Unidade SEDE,29102920.0
5706,UNIVERSIDADE DE TAUBATÉ,UNITAU,UNIVERSIDADE DE TAUBATE,Especial,7,1,Rua Quatro de Março,432,Centro,-,12020270.0
5707,UNIVERSIDADE ANHANGUERA,UNIDERP,PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA,Privada,4,1,Rua Ceará,333,Miguel Couto,CAMPO GRANDE/MS - MATRIZ,79003010.0
5708,FACULDADE DO NOROESTE DE MINAS,FINOM,INSTITUTO EDUCACIONAL TECSOMA LTDA,Privada,4,3,Rodovia Alírio Herval,3405,Paracatuzinho,-,38603200.0
5709,CENTRO UNIVERSITÁRIO SÃO JOSÉ,UNISJ,PROMIND EDUCACAO INTERNACIONAL LTDA,Privada,4,2,Rua Marechal Soares D'Andrea,90,Realengo,-,21710180.0
5710,UNIVERSIDADE POTIGUAR,UNP,APEC - SOCIEDADE POTIGUAR DE EDUCACAO E CULTURA LTDA,Privada,4,1,Avenida Senador Salgado Filho,1.610,Lagoa Nova,Campus Natal - Unidade Salgado Filho,59056000.0
5711,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,Pública,2,1,Avenida Tancredo Neves 1095,1095,Cavalhada III,UNEMAT - Universidade do Estado de Mato Grosso,78217900.0
5712,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,"SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI",Pública,2,1,Av. Carlos Cavalcanti,4748,Uvaranas,Campus Universitário em Uvaranas,84030900.0
5713,UNIVERSIDADE DE GURUPI,UnirG,FUNDACAO UNIRG,Especial,7,1,Avenida Pará,2432,Waldir Lins II,-,77423250.0
5714,FACULDADE ANHANGUERA DE RONDONÓPOLIS,FAR,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,3,Avenida Ari Coelho,829,Cidade Salmem,CAMPUS  - RONDONÓPOLIS - CIDADE SALMEM,78705050.0
5715,CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,CESUPA,ASSOCIACAO CULTURAL E EDUCACIONAL DO PARA,Privada,5,2,Avenida Governador José Malcher,1963,São Brás,Campus José Malcher,66060232.0
5716,FACULDADE ARQUIDIOCESANA DE CURVELO,FAC,FACULDADES UNIDAS DO NORTE LTDA,Privada,4,3,Rua João Pessoa,88,Centro,-,35790252.0
5717,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,FAC-FEA,FUNDACAO EDUCACIONAL ARACATUBA,Pública,3,3,Rua Maurício de Nassau,1.191,Santana,-,16050480.0
5718,FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE,FESCG,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,Privada,4,3,Avenida Fernando Corrêa da Costa,1760,Vila Rosa Pires,CENTRO (MS),79004311.0
5719,FACULDADE UNIABRANGE,,INSTITUTO ABRANGE DE SERVICOS E ENSINO SUPERIOR LTDA,Privada,4,3,Rua Equador,1007,Nova Porto Velho,SEDE,76820194.0
5720,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,2,Avenida Gury Marques,3203,Vila Olinda,BR 163,79079005.0
5721,Faculdade Multiversa de Fortaleza,,SOCIEDADE EDUCACIONAL ROSA DOS VENTOS LTDA,Privada,4,3,Avenida Imperador,1360,Farias Brito,Multiversa,60015052.0
5722,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,INTEGRADO,CEI - CENTRO EDUCACIONAL INTEGRADO LTDA,Privada,4,2,Avenida Irmãos Pereira,670,Centro,Unidade Centro,87301010.0
5723,FACULDADE SÃO LUÍS DE FRANÇA,FSLF,SOCIEDADE DE EDUCACAO TIRADENTES S.A,Privada,4,3,"Avenida Murilo Dantas, Bloco G",300,Farolândia,Campus Farolândia,49032490.0
5724,Centro Universitário Santa Terezinha,CEST,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE S LUIZ,Privada,5,2,Avenida Casemiro Júnior,12,Anil,-,65045180.0
5725,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,"SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI",Pública,2,1,Rua Salvatore Renna,875,Santa Cruz,-,85015430.0
5726,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,UNIFSA,ASSOCIACAO TERESINENSE DE ENSINO S/S LTDA,Privada,4,2,Avenida Valter Alencar,665,Sao Pedro,UNIDADE  - TERESINA - SAO PEDRO,64019625.0
5727,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,SOCIEDADE DE EDUCACAO NOSSA SENHORA DO PATROCINIO S/S LTDA,Privada,4,2,Praça Regente Feijó,181,Centro,CEUNSP Campus Regente (SEDE),13300023.0
5728,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,FANESE,FACULDADE DE ADMINISTRACAO E NEGOCIOS DE SERGIPE LTDA,Privada,4,3,Travessa Sargento Duque,85,Industrial,-,49065750.0
5729,FACULDADE ANHANGUERA DE BRASÍLIA,Anhanguera DF,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,3,Quadra QS 1 Rua 210,40,Areal (Águas Claras),FAB-Taguatinga Shopping,71950770.0
5730,CENTRO UNIVERSITÁRIO UNIC,,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,2,Av. Rubens Mendonça,3300,Jardim Aclimação,PANTANAL,78050250.0
